Year,Grade_Level,Assessment,Program,Board,Sex,Adaptation,IPP,Exemption,Eligible,Math_Score,Math_Level
2014-15,6,M,English,SRSB,M,,,,Yes,464,Level 3
2014-15,6,M,English,SRSB,F,,,,Yes,426,Level 2
2014-15,6,M,English,CBVRSB,M,,,,Yes,581,Level 3
2014-15,6,M,English,SRSB,F,,,,Yes,539,Level 3
2014-15,6,M,English,SRSB,F,,,,Yes,448,Level 3
2014-15,6,M,English,SRSB,F,,,,Yes,515,Level 3
2014-15,6,M,English,HRSB,M,,,,Yes,418,Level 2
2014-15,6,M,English,SRSB,F,,,,Yes,528,Level 3
2014-15,6,M,English,SRSB,M,,,,Yes,532,Level 3
2014-15,6,M,English,SRSB,F,,,,Yes,302,Level 1
2014-15,6,M,English,SRSB,F,,,,Yes,550,Level 3
2014-15,6,M,English,SRSB,M,,,,Yes,482,Level 3
2014-15,6,M,French Immersion,HRSB,F,,,,Yes,524,Level 3
2014-15,6,M,English,TCRSB,M,,,,Yes,425,Level 2
2014-15,6,M,English,TCRSB,F,,,,Yes,386,Level 2
2014-15,6,M,English,TCRSB,M,,,,Yes,489,Level 3
2014-15,6,M,English,TCRSB,F,,,,Yes,476,Level 3
2014-15,6,M,English,TCRSB,F,,Yes,,No,,Did not participate
2014-15,6,M,English,TCRSB,F,,Yes,,No,,Did not participate
2014-15,6,M,English,AVRSB,M,,,,Yes,502,Level 3
2014-15,6,M,English,AVRSB,M,,,,Yes,425,Level 2
2014-15,6,M,English,AVRSB,F,,,,Yes,479,Level 3
2014-15,6,M,English,AVRSB,M,,,,Yes,394,Level 2
2014-15,6,M,English,AVRSB,F,,,,Yes,545,Level 3
2014-15,6,M,English,AVRSB,M,,,,Yes,341,Level 1
2014-15,6,M,English,AVRSB,M,,,,Yes,316,Level 1
2014-15,6,M,French Immersion,CCRSB,M,,,,Yes,525,Level 3
2014-15,6,M,English,HRSB,F,,,Yes,No,,Did not participate
2014-15,6,M,English,HRSB,F,,,,Yes,443,Level 3
2014-15,6,M,English,HRSB,F,,Yes,,No,,Did not participate
2014-15,6,M,English,CBVRSB,F,,,,Yes,639,Level 4
2014-15,6,M,English,AVRSB,F,,,,Yes,414,Level 2
2014-15,6,M,English,AVRSB,M,Yes,,,Yes,375,Level 2
2014-15,6,M,English,AVRSB,F,,Yes,,No,,Did not participate
2014-15,6,M,English,AVRSB,M,,,,Yes,271,Level 1
2014-15,6,M,English,AVRSB,M,,,,Yes,286,Level 1
2014-15,6,M,English,AVRSB,F,,,,Yes,377,Level 2
2014-15,6,M,English,AVRSB,F,,,,Yes,480,Level 3
2014-15,6,M,English,CCRSB,F,,Yes,,No,,Did not participate
2014-15,6,M,English,AVRSB,F,,,,Yes,376,Level 2
2014-15,6,M,English,AVRSB,F,,,,Yes,442,Level 2
2014-15,6,M,English,AVRSB,F,,,,Yes,489,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,472,Level 3
2014-15,6,M,English,AVRSB,M,,,,Yes,550,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,432,Level 2
2014-15,6,M,English,AVRSB,F,,,,Yes,507,Level 3
2014-15,6,M,English,AVRSB,M,Yes,,,Yes,369,Level 1
2014-15,6,M,English,AVRSB,F,,,,Yes,553,Level 3
2014-15,6,M,English,AVRSB,M,,,,Yes,551,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,556,Level 3
2014-15,6,M,English,AVRSB,M,,,,Yes,533,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,744,Level 4
2014-15,6,M,English,AVRSB,M,,,,Yes,307,Level 1
2014-15,6,M,English,AVRSB,F,,,,Yes,327,Level 1
2014-15,6,M,English,AVRSB,F,,,,Yes,528,Level 3
2014-15,6,M,English,AVRSB,M,,Yes,,No,,Did not participate
2014-15,6,M,English,HRSB,F,,,,Yes,448,Level 3
2014-15,6,M,English,CBVRSB,M,,Yes,,No,,Did not participate
2014-15,6,M,English,CBVRSB,F,,,,Yes,327,Level 1
2014-15,6,M,English,HRSB,M,,,,Yes,560,Level 3
2014-15,6,M,English,HRSB,F,,,,Yes,447,Level 3
2014-15,6,M,English,AVRSB,M,,,,Yes,497,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,469,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,410,Level 2
2014-15,6,M,English,AVRSB,M,,,,Yes,407,Level 2
2014-15,6,M,English,AVRSB,M,,,,Yes,404,Level 2
2014-15,6,M,English,AVRSB,M,,,,Yes,522,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,503,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,483,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,490,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,429,Level 2
2014-15,6,M,English,CBVRSB,F,,,,Yes,258,Level 1
2014-15,6,M,English,SSRSB,M,,,,Yes,570,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,506,Level 3
2014-15,6,M,English,AVRSB,M,,Yes,,No,,Did not participate
2014-15,6,M,English,AVRSB,M,Yes,,,Yes,437,Level 2
2014-15,6,M,English,AVRSB,F,,,,Yes,644,Level 4
2014-15,6,M,English,AVRSB,M,,,,Yes,533,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,657,Level 4
2014-15,6,M,English,AVRSB,F,,,,Yes,517,Level 3
2014-15,6,M,English,AVRSB,F,Yes,,,Yes,519,Level 3
2014-15,6,M,English,AVRSB,F,,Yes,,No,,Did not participate
2014-15,6,M,French Immersion,AVRSB,F,,,,Yes,411,Level 2
2014-15,6,M,French Immersion,AVRSB,F,,,,Yes,703,Level 4
2014-15,6,M,French Immersion,AVRSB,M,,,,Yes,448,Level 3
2014-15,6,M,English,AVRSB,M,,,,Yes,489,Level 3
2014-15,6,M,French Immersion,AVRSB,F,,,,Yes,528,Level 3
2014-15,6,M,French Immersion,AVRSB,F,,,,Yes,424,Level 2
2014-15,6,M,French Immersion,AVRSB,F,,,,Yes,517,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,448,Level 3
2013-14,6,M,English,SSRSB,M,,,,Yes,484,Level 3
2014-15,6,M,English,AVRSB,M,,,,Yes,550,Level 3
2014-15,6,M,English,AVRSB,F,,Yes,,No,,Did not participate
2014-15,6,M,English,HRSB,M,Yes,,,Yes,477,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,577,Level 3
2014-15,6,M,English,HRSB,F,,,,Yes,531,Level 3
2014-15,6,M,English,AVRSB,M,,,,Yes,520,Level 3
2014-15,6,M,English,AVRSB,M,,,,Yes,663,Level 4
2014-15,6,M,English,AVRSB,M,,,,Yes,515,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,343,Level 1
2014-15,6,M,English,AVRSB,F,,,,Yes,490,Level 3
2014-15,6,M,English,HRSB,M,,,,Yes,597,Level 3
2014-15,6,M,French Immersion,AVRSB,M,,,,Yes,612,Level 3
2014-15,6,M,English,AVRSB,M,,,,Yes,381,Level 2
2014-15,6,M,French Immersion,AVRSB,F,,,,Yes,590,Level 3
2014-15,6,M,English,AVRSB,M,,,,Yes,419,Level 2
2014-15,6,M,English,AVRSB,F,,,,Yes,607,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,448,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,365,Level 1
2014-15,6,M,English,AVRSB,F,Yes,,,Yes,370,Level 1
2014-15,6,M,English,AVRSB,F,,,,Yes,571,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,553,Level 3
2014-15,6,M,English,AVRSB,M,,,,Yes,674,Level 4
2014-15,6,M,English,AVRSB,M,,,,Yes,609,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,415,Level 2
2014-15,6,M,English,AVRSB,F,,,,Yes,558,Level 3
2014-15,6,M,English,HRSB,M,,Yes,,No,,Did not participate
2014-15,6,M,English,AVRSB,M,,Yes,,No,,Did not participate
2014-15,6,M,English,AVRSB,M,,,,Yes,535,Level 3
2014-15,6,M,English,AVRSB,M,Yes,,,Yes,445,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,506,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,641,Level 4
2014-15,6,M,English,AVRSB,F,,,,Yes,547,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,540,Level 3
2014-15,6,M,English,AVRSB,F,,Yes,,No,,Did not participate
2014-15,6,M,English,AVRSB,F,,,,Yes,447,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,550,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,652,Level 4
2014-15,6,M,English,CCRSB,F,,,,Yes,616,Level 3
2014-15,6,M,English,AVRSB,M,,,,Yes,531,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,434,Level 2
2014-15,6,M,English,HRSB,F,,,,Yes,624,Level 3
2014-15,6,M,English,AVRSB,F,Yes,,,Yes,467,Level 3
2012-13,6,M,English,HRSB,M,,,,Yes,605,Level 3
2014-15,6,M,English,HRSB,F,,,,Yes,262,Level 1
2014-15,6,M,English,AVRSB,F,,,,Yes,575,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,504,Level 3
2014-15,6,M,English,AVRSB,M,,,,Yes,664,Level 4
2014-15,6,M,English,AVRSB,F,,,,Yes,596,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,589,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,510,Level 3
2014-15,6,M,French Immersion,CCRSB,M,,,,Yes,588,Level 3
2014-15,6,M,French Immersion,CCRSB,M,,,,Yes,623,Level 3
2014-15,6,M,English,CCRSB,M,,,,Yes,504,Level 3
2014-15,6,M,French Immersion,CCRSB,M,,,,Yes,592,Level 3
2014-15,6,M,English,CCRSB,M,,,Yes,No,,Did not participate
2014-15,6,M,English,CCRSB,M,,,,Yes,467,Level 3
2014-15,6,M,French Immersion,CCRSB,M,,,,Yes,639,Level 4
2014-15,6,M,French Immersion,CCRSB,F,,,,Yes,409,Level 2
2014-15,6,M,French Immersion,CCRSB,F,,,,Yes,502,Level 3
2014-15,6,M,French Immersion,SRSB,M,,,,Yes,382,Level 2
2014-15,6,M,French Immersion,SRSB,F,,,,Yes,389,Level 2
2014-15,6,M,English,HRSB,F,,,,Yes,519,Level 3
2014-15,6,M,French Immersion,SRSB,M,,,,Yes,619,Level 3
2014-15,6,M,French Immersion,SRSB,M,,,,Yes,545,Level 3
2014-15,6,M,French Immersion,SRSB,M,,,,Yes,493,Level 3
2014-15,6,M,English,CCRSB,F,,,,Yes,524,Level 3
2014-15,6,M,French Immersion,SRSB,F,,,,Yes,467,Level 3
2014-15,6,M,French Immersion,SRSB,F,,,,Yes,461,Level 3
2014-15,6,M,English,SRSB,M,,,,Yes,557,Level 3
2014-15,6,M,English,SRSB,F,,,,Yes,360,Level 1
2014-15,6,M,English,SRSB,M,,,,Yes,417,Level 2
2014-15,6,M,French Immersion,SRSB,F,,,,Yes,376,Level 2
2014-15,6,M,French Immersion,CCRSB,M,,,,Yes,781,Level 4
2014-15,6,M,English,CCRSB,F,,,,Yes,509,Level 3
2014-15,6,M,French Immersion,CCRSB,M,,,,Yes,568,Level 3
2014-15,6,M,French Immersion,CCRSB,M,,,,Yes,596,Level 3
2014-15,6,M,French Immersion,CCRSB,F,,,,Yes,587,Level 3
2014-15,6,M,French Immersion,CCRSB,M,,,,Yes,531,Level 3
2014-15,6,M,French Immersion,CCRSB,M,,,,Yes,609,Level 3
2014-15,6,M,French Immersion,CCRSB,F,,,,Yes,584,Level 3
2014-15,6,M,French Immersion,CCRSB,M,,,,Yes,404,Level 2
2014-15,6,M,French Immersion,CCRSB,M,,,,Yes,652,Level 4
2014-15,6,M,French Immersion,CCRSB,F,,,,Yes,478,Level 3
2014-15,6,M,French Immersion,CCRSB,F,,,,Yes,627,Level 3
2014-15,6,M,French Immersion,CCRSB,M,,,,Yes,558,Level 3
2014-15,6,M,French Immersion,HRSB,F,,,,Yes,485,Level 3
2014-15,6,M,French Immersion,CCRSB,F,,,,Yes,607,Level 3
2014-15,6,M,English,CCRSB,M,Yes,,,Yes,459,Level 3
2014-15,6,M,English,CCRSB,M,,,,Yes,629,Level 4
2014-15,6,M,French Immersion,CCRSB,M,,,,Yes,606,Level 3
2014-15,6,M,English,HRSB,F,,,,Yes,525,Level 3
2014-15,6,M,English,HRSB,M,,,,Yes,489,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,538,Level 3
2012-13,6,M,English,HRSB,M,Yes,,,Yes,645,Level 4
2014-15,6,M,English,HRSB,F,,Yes,,No,,Did not participate
2014-15,6,M,English,SSRSB,M,,Yes,,No,,Did not participate
2014-15,6,M,English,SSRSB,M,Yes,,,Yes,510,Level 3
2014-15,6,M,English,CBVRSB,M,,,,Yes,427,Level 2
2014-15,6,M,English,HRSB,M,,,,Yes,378,Level 2
2014-15,6,M,French Immersion,CCRSB,F,,,,Yes,404,Level 2
2014-15,6,M,English,CCRSB,M,,,,Yes,578,Level 3
2014-15,6,M,English,CCRSB,F,,,,Yes,470,Level 3
2014-15,6,M,English,CCRSB,F,,,,Yes,456,Level 3
2014-15,6,M,English,CBVRSB,M,,,,Yes,368,Level 1
2014-15,6,M,English,CBVRSB,F,Yes,,,Yes,406,Level 2
2014-15,6,M,English,CBVRSB,F,,,,Yes,453,Level 3
2014-15,6,M,English,HRSB,F,,,,Yes,546,Level 3
2014-15,6,M,English,HRSB,M,,,,Yes,534,Level 3
2014-15,6,M,English,AVRSB,M,,Yes,,No,,Did not participate
2014-15,6,M,English,AVRSB,M,,,,Yes,507,Level 3
2014-15,6,M,English,AVRSB,M,,,,Yes,463,Level 3
2014-15,6,M,English,AVRSB,M,,,,Yes,235,Level 1
2014-15,6,M,English,AVRSB,F,,,,Yes,380,Level 2
2014-15,6,M,English,AVRSB,M,,,,Yes,604,Level 3
2014-15,6,M,English,AVRSB,M,,Yes,,No,,Did not participate
2014-15,6,M,English,AVRSB,F,,,,Yes,505,Level 3
2014-15,6,M,English,AVRSB,F,,Yes,,No,,Did not participate
2014-15,6,M,English,AVRSB,F,,,,Yes,424,Level 2
2014-15,6,M,English,AVRSB,F,,,,Yes,558,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,462,Level 3
2014-15,6,M,English,SSRSB,F,,,,Yes,498,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,412,Level 2
2014-15,6,M,English,CBVRSB,M,,,,Yes,519,Level 3
2014-15,6,M,English,HRSB,M,,,,Yes,569,Level 3
2014-15,6,M,English,TCRSB,M,,,,Yes,602,Level 3
2014-15,6,M,English,TCRSB,F,,,,Yes,495,Level 3
2014-15,6,M,English,TCRSB,M,,Yes,,No,,Did not participate
2014-15,6,M,English,TCRSB,M,,,,Yes,501,Level 3
2014-15,6,M,English,TCRSB,M,,,,Yes,280,Level 1
2014-15,6,M,English,TCRSB,F,,,,Yes,474,Level 3
2014-15,6,M,English,TCRSB,M,Yes,,,Yes,369,Level 1
2014-15,6,M,English,TCRSB,M,,,,Yes,411,Level 2
2014-15,6,M,English,TCRSB,F,Yes,,,Yes,351,Level 1
2014-15,6,M,English,HRSB,M,,,,Yes,533,Level 3
2014-15,6,M,English,TCRSB,M,Yes,,,Yes,377,Level 2
2014-15,6,M,English,TCRSB,M,,,,Yes,430,Level 2
2014-15,6,M,English,TCRSB,F,,,,Yes,598,Level 3
2014-15,6,M,English,TCRSB,M,,,,Yes,512,Level 3
2014-15,6,M,English,TCRSB,M,,,,Yes,439,Level 2
2014-15,6,M,English,TCRSB,M,Yes,,,Yes,351,Level 1
2014-15,6,M,English,TCRSB,F,,,,Yes,538,Level 3
2014-15,6,M,English,TCRSB,F,,,,Yes,637,Level 4
2014-15,6,M,English,TCRSB,F,,Yes,,No,,Did not participate
2014-15,6,M,English,TCRSB,M,,,,Yes,530,Level 3
2014-15,6,M,English,TCRSB,M,,,,Yes,467,Level 3
2014-15,6,M,English,TCRSB,M,,,,Yes,443,Level 3
2014-15,6,M,English,TCRSB,F,,,,Yes,539,Level 3
2014-15,6,M,English,CCRSB,M,,,,Yes,402,Level 2
2014-15,6,M,English,HRSB,F,,,,Yes,494,Level 3
2014-15,6,M,English,CCRSB,F,,,,Yes,426,Level 2
2014-15,6,M,English,CCRSB,F,,,,Yes,439,Level 2
2014-15,6,M,English,SRSB,F,,,,Yes,413,Level 2
2014-15,6,M,English,CCRSB,F,,,,Yes,459,Level 3
2014-15,6,M,English,CCRSB,M,,,,Yes,504,Level 3
2014-15,6,M,English,CCRSB,M,,,,Yes,520,Level 3
2014-15,6,M,English,CCRSB,F,,,,Yes,423,Level 2
2014-15,6,M,English,CCRSB,F,,,,Yes,720,Level 4
2014-15,6,M,English,CCRSB,M,,,,Yes,540,Level 3
2014-15,6,M,English,CCRSB,M,,,,Yes,691,Level 4
2014-15,6,M,English,CCRSB,M,,,,Yes,591,Level 3
2014-15,6,M,English,CCRSB,M,,,,Yes,234,Level 1
2014-15,6,M,English,CCRSB,M,,,,Yes,312,Level 1
2014-15,6,M,English,CCRSB,M,,,,Yes,465,Level 3
2014-15,6,M,English,CCRSB,M,,,,Yes,465,Level 3
2014-15,6,M,English,CCRSB,F,,,,Yes,513,Level 3
2014-15,6,M,English,CCRSB,F,,,,Yes,409,Level 2
2014-15,6,M,English,AVRSB,F,,,,Yes,451,Level 3
2014-15,6,M,English,CCRSB,M,,,,Yes,432,Level 2
2014-15,6,M,English,CCRSB,M,,,,Yes,685,Level 4
2014-15,6,M,English,HRSB,F,,,,Yes,486,Level 3
2014-15,6,M,English,HRSB,M,,,,Yes,409,Level 2
2014-15,6,M,English,SRSB,F,,,,Yes,420,Level 2
2014-15,6,M,English,SRSB,F,,,,Yes,330,Level 1
2014-15,6,M,English,HRSB,F,,,,Yes,364,Level 1
2013-14,6,M,English,CCRSB,F,,,,Yes,650,Level 4
2014-15,6,M,English,TCRSB,F,,,,Yes,439,Level 2
2014-15,6,M,English,TCRSB,M,,,,Yes,476,Level 3
2014-15,6,M,English,TCRSB,F,,,,Yes,583,Level 3
2014-15,6,M,English,TCRSB,F,,,,Yes,407,Level 2
2014-15,6,M,English,TCRSB,F,Yes,,,Yes,355,Level 1
2014-15,6,M,English,CCRSB,M,,,,Yes,562,Level 3
2014-15,6,M,English,TCRSB,M,,,,Yes,552,Level 3
2014-15,6,M,English,TCRSB,M,,,,Yes,638,Level 4
2014-15,6,M,English,TCRSB,M,,,,Yes,574,Level 3
2014-15,6,M,English,TCRSB,M,,Yes,,No,,Did not participate
2014-15,6,M,English,TCRSB,M,,Yes,,No,,Did not participate
2014-15,6,M,English,TCRSB,F,,Yes,,No,,Did not participate
2014-15,6,M,English,TCRSB,M,,,,Yes,400,Level 2
2014-15,6,M,English,TCRSB,F,,,,Yes,493,Level 3
2014-15,6,M,English,TCRSB,M,,,,Yes,414,Level 2
2014-15,6,M,English,TCRSB,F,,,,Yes,439,Level 2
2014-15,6,M,English,TCRSB,M,,,,Yes,494,Level 3
2014-15,6,M,English,TCRSB,M,,,,Yes,313,Level 1
2014-15,6,M,English,TCRSB,M,,,,Yes,378,Level 2
2014-15,6,M,English,TCRSB,F,,,,Yes,432,Level 2
2014-15,6,M,English,TCRSB,M,,,,Yes,520,Level 3
2014-15,6,M,English,TCRSB,M,,,,Yes,346,Level 1
2014-15,6,M,English,CBVRSB,M,,,,Yes,583,Level 3
2014-15,6,M,English,CBVRSB,M,,Yes,,No,,Did not participate
2014-15,6,M,English,CBVRSB,F,,,,Yes,435,Level 2
2014-15,6,M,English,HRSB,M,Yes,,,Yes,386,Level 2
2014-15,6,M,English,SRSB,M,,,,Yes,467,Level 3
2014-15,6,M,English,SRSB,M,,,,Yes,578,Level 3
2014-15,6,M,English,SSRSB,F,,,,Yes,547,Level 3
2014-15,6,M,English,SSRSB,M,,,,Yes,602,Level 3
2014-15,6,M,English,SSRSB,F,,,,Yes,495,Level 3
2014-15,6,M,English,SSRSB,F,,,,Yes,604,Level 3
2014-15,6,M,English,SSRSB,F,,,,Yes,483,Level 3
2014-15,6,M,English,HRSB,F,,,,Yes,590,Level 3
2014-15,6,M,English,CCRSB,M,,,,Yes,376,Level 2
2014-15,6,M,English,HRSB,F,,,,Yes,468,Level 3
2014-15,6,M,English,HRSB,M,,,,Yes,388,Level 2
2014-15,6,M,English,HRSB,F,Yes,,,Yes,503,Level 3
2014-15,6,M,English,CBVRSB,M,,,,Yes,455,Level 3
2014-15,6,M,English,CBVRSB,M,,,,Yes,319,Level 1
2014-15,6,M,English,HRSB,M,,Yes,,No,,Did not participate
2014-15,6,M,English,CBVRSB,M,,Yes,,No,,Did not participate
2014-15,6,M,French Immersion,CCRSB,M,,,,Yes,315,Level 1
2013-14,6,M,English,HRSB,F,,,,Yes,502,Level 3
2014-15,6,M,English,TCRSB,M,,,,Yes,448,Level 3
2014-15,6,M,English,SSRSB,F,,,,Yes,544,Level 3
2014-15,6,M,English,CBVRSB,F,,,,Yes,421,Level 2
2014-15,6,M,English,CCRSB,M,Yes,,,Yes,452,Level 3
2014-15,6,M,English,HRSB,M,,,,Yes,524,Level 3
2014-15,6,M,English,CCRSB,F,,,,Yes,585,Level 3
2014-15,6,M,French Immersion,CCRSB,F,,,,Yes,285,Level 1
2014-15,6,M,English,HRSB,M,,,,Yes,627,Level 3
2014-15,6,M,English,CCRSB,M,,,,Yes,371,Level 1
2014-15,6,M,English,HRSB,M,,,,Yes,540,Level 3
2014-15,6,M,English,HRSB,M,Yes,,,Yes,394,Level 2
2014-15,6,M,English,CCRSB,F,Yes,,,Yes,278,Level 1
2014-15,6,M,French Immersion,TCRSB,F,,,,Yes,582,Level 3
2014-15,6,M,English,TCRSB,M,,,,Yes,503,Level 3
2014-15,6,M,English,TCRSB,M,,,,Yes,567,Level 3
2014-15,6,M,English,TCRSB,M,,,,Yes,703,Level 4
2014-15,6,M,English,TCRSB,F,,,,Yes,597,Level 3
2014-15,6,M,French Immersion,TCRSB,F,,,,Yes,376,Level 2
2014-15,6,M,English,SSRSB,F,,,,Yes,344,Level 1
2014-15,6,M,English,CBVRSB,M,,,,Yes,507,Level 3
2014-15,6,M,English,CBVRSB,F,,,,Yes,385,Level 2
2014-15,6,M,English,CBVRSB,F,,Yes,,No,,Did not participate
2014-15,6,M,English,CBVRSB,F,,,,Yes,469,Level 3
2014-15,6,M,English,CBVRSB,M,,Yes,,No,,Did not participate
2014-15,6,M,English,CBVRSB,F,,,,Yes,436,Level 2
2014-15,6,M,English,CCRSB,F,,,,Yes,465,Level 3
2014-15,6,M,English,CBVRSB,M,,,,Yes,546,Level 3
2014-15,6,M,English,CBVRSB,F,,,,Yes,289,Level 1
2014-15,6,M,English,CBVRSB,F,,,,Yes,390,Level 2
2014-15,6,M,English,CBVRSB,F,,,,Yes,480,Level 3
2014-15,6,M,English,HRSB,M,,,,Yes,767,Level 4
2014-15,6,M,English,TCRSB,F,,,,Yes,421,Level 2
2014-15,6,M,English,TCRSB,M,,,,Yes,638,Level 4
2014-15,6,M,English,TCRSB,F,,,,Yes,484,Level 3
2014-15,6,M,English,TCRSB,F,,,,Yes,512,Level 3
2014-15,6,M,English,TCRSB,F,,,,Yes,700,Level 4
2014-15,6,M,English,TCRSB,M,,,,Yes,579,Level 3
2014-15,6,M,English,TCRSB,M,,,,Yes,669,Level 4
2014-15,6,M,English,TCRSB,M,,,,Yes,473,Level 3
2014-15,6,M,English,HRSB,M,,,,Yes,328,Level 1
2014-15,6,M,English,CBVRSB,M,,,,Yes,,Not enough evidence
2014-15,6,M,English,CBVRSB,M,,,,Yes,601,Level 3
2014-15,6,M,English,SRSB,M,,,,Yes,261,Level 1
2014-15,6,M,English,CBVRSB,M,,,,Yes,442,Level 2
2014-15,6,M,English,CBVRSB,F,,Yes,,No,,Did not participate
2014-15,6,M,English,CBVRSB,F,,,,Yes,434,Level 2
2014-15,6,M,English,CBVRSB,M,,,,Yes,532,Level 3
2014-15,6,M,English,CBVRSB,F,,,,Yes,432,Level 2
2014-15,6,M,English,CBVRSB,F,,,,Yes,598,Level 3
2014-15,6,M,English,CBVRSB,F,,,,Yes,408,Level 2
2014-15,6,M,English,HRSB,F,,,,Yes,572,Level 3
2014-15,6,M,English,HRSB,M,,,,Yes,571,Level 3
2014-15,6,M,English,CBVRSB,F,,,,Yes,601,Level 3
2014-15,6,M,English,CBVRSB,M,,,,Yes,741,Level 4
2014-15,6,M,English,CBVRSB,F,,,,Yes,488,Level 3
2014-15,6,M,English,CBVRSB,F,Yes,,,Yes,282,Level 1
2014-15,6,M,English,CBVRSB,F,,,,Yes,534,Level 3
2014-15,6,M,English,CBVRSB,F,,,,Yes,515,Level 3
2014-15,6,M,English,CBVRSB,M,,,,Yes,341,Level 1
2014-15,6,M,English,CBVRSB,M,,,,Yes,586,Level 3
2014-15,6,M,English,CBVRSB,F,Yes,,,Yes,411,Level 2
2014-15,6,M,English,CBVRSB,M,,,,Yes,346,Level 1
2014-15,6,M,English,AVRSB,F,,,,Yes,392,Level 2
2014-15,6,M,English,AVRSB,F,,,,Yes,583,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,330,Level 1
2014-15,6,M,English,AVRSB,M,,,,Yes,381,Level 2
2014-15,6,M,English,AVRSB,M,,,,Yes,463,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,541,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,413,Level 2
2014-15,6,M,English,AVRSB,M,,,,Yes,604,Level 3
2014-15,6,M,English,AVRSB,M,,,,Yes,603,Level 3
2014-15,6,M,English,TCRSB,F,,,,Yes,440,Level 2
2014-15,6,M,English,TCRSB,F,,,,Yes,423,Level 2
2014-15,6,M,English,TCRSB,M,,Yes,,No,,Did not participate
2014-15,6,M,English,SSRSB,F,,Yes,,No,,Did not participate
2014-15,6,M,English,TCRSB,F,,,,Yes,592,Level 3
2014-15,6,M,English,TCRSB,F,,,,Yes,434,Level 2
2014-15,6,M,English,TCRSB,F,,,,Yes,469,Level 3
2014-15,6,M,English,TCRSB,M,,,,Yes,505,Level 3
2014-15,6,M,English,TCRSB,F,,,,Yes,375,Level 2
2014-15,6,M,English,CBVRSB,M,,,,Yes,441,Level 2
2014-15,6,M,English,CBVRSB,F,,,,Yes,427,Level 2
2014-15,6,M,English,CBVRSB,M,,,,Yes,568,Level 3
2013-14,6,M,English,CBVRSB,F,,,,Yes,504,Level 3
2014-15,6,M,English,CBVRSB,M,,Yes,,No,,Did not participate
2014-15,6,M,English,CBVRSB,M,,,,Yes,589,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,477,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,419,Level 2
2014-15,6,M,English,AVRSB,F,,,,Yes,462,Level 3
2014-15,6,M,English,AVRSB,M,,,,Yes,420,Level 2
2014-15,6,M,English,AVRSB,M,,,,Yes,697,Level 4
2014-15,6,M,English,AVRSB,F,,,,Yes,312,Level 1
2014-15,6,M,English,AVRSB,M,,,,Yes,618,Level 3
2014-15,6,M,English,AVRSB,M,,,,Yes,540,Level 3
2014-15,6,M,English,SRSB,M,Yes,,,Yes,558,Level 3
2014-15,6,M,English,SRSB,M,,,,Yes,372,Level 1
2014-15,6,M,English,CCRSB,M,Yes,,,Yes,334,Level 1
2014-15,6,M,English,SRSB,M,,,,Yes,529,Level 3
2014-15,6,M,English,SRSB,F,,Yes,,No,,Did not participate
2014-15,6,M,English,SRSB,M,,,,Yes,633,Level 4
2014-15,6,M,English,CBVRSB,F,,,,Yes,490,Level 3
2014-15,6,M,English,AVRSB,M,,,,Yes,264,Level 1
2014-15,6,M,English,AVRSB,M,,,,Yes,475,Level 3
2014-15,6,M,English,AVRSB,M,,Yes,,No,,Did not participate
